Date,Open,High,Low,Close,Adj Close,Volume
2017-01-01,36.689999,38.310001,35.000000,35.099998,33.951504,52401100
2017-01-08,35.150002,35.490002,33.560001,33.970001,32.858482,62686000
2017-01-15,34.049999,34.200001,33.160000,33.230000,32.142693,35939500
2017-01-22,33.080002,34.770000,32.110001,34.590000,33.458199,59106000
2017-01-29,34.480000,34.990002,32.189999,34.439999,33.313103,79874900
2017-02-05,34.200001,34.490002,31.900000,32.189999,31.136723,79850400
2017-02-12,33.430000,37.020000,33.250000,35.200001,34.048233,83645600
2017-02-19,37.470001,37.939999,35.270000,35.380001,34.222347,45264200
2017-02-26,35.400002,35.880001,34.470001,34.700001,33.564598,31871000
2017-03-05,34.430000,34.490002,32.549999,33.389999,32.607574,40251600
2017-03-12,33.520000,34.520000,32.919998,33.639999,32.851719,27495700
2017-03-19,33.689999,33.750000,32.160000,32.759998,31.992338,28246800
2017-03-26,32.360001,33.240002,31.980000,32.090000,31.338037,30625000
2017-04-02,32.169998,32.939999,31.900000,32.310001,31.552887,26568000
2017-04-09,32.509998,32.790001,31.900000,32.060001,31.308743,17004200
2017-04-16,32.189999,32.250000,30.570000,31.129999,30.400534,29868400
2017-04-23,31.410000,31.940001,30.219999,31.580000,30.839989,40260500
2017-04-30,31.510000,32.330002,30.660000,31.139999,30.410299,32783900
2017-05-07,31.129999,32.480000,30.200001,31.889999,31.142725,45765800
2017-05-14,31.930000,32.470001,29.459999,29.879999,29.179825,42674100
2017-05-21,29.920000,30.059999,28.059999,28.500000,27.832163,49891000
2017-05-28,28.549999,29.660000,27.600000,29.030001,28.349745,47515600
2017-06-04,28.940001,30.320000,28.320000,30.219999,29.876465,46654500
2017-06-11,30.280001,31.830000,30.030001,30.920000,30.568508,35818200
2017-06-18,31.040001,32.810001,30.870001,32.610001,32.239300,34046500
2017-06-25,32.810001,33.529999,32.099998,33.220001,32.842365,29338700
2017-07-02,33.240002,33.570000,31.150000,31.540001,31.181461,18540500
2017-07-09,31.490000,33.820000,30.799999,31.900000,31.537369,59360600
2017-07-16,31.299999,32.740002,31.010000,32.639999,32.268955,26105500
2017-07-23,32.439999,33.240002,32.090000,32.340000,31.972366,23701900
2017-07-30,32.259998,32.509998,20.410000,20.600000,20.365826,220104100
2017-08-06,19.969999,20.139999,16.809999,17.299999,17.103336,263288200
2017-08-13,17.520000,18.010000,17.059999,17.299999,17.103336,89973800
2017-08-20,17.219999,17.469999,15.850000,16.209999,16.025728,81292900
2017-08-27,16.250000,16.309999,15.320000,15.900000,15.801351,105495700
2017-09-03,15.930000,16.110001,15.220000,15.500000,15.403832,62731900
2017-09-10,17.879999,20.100000,17.330000,18.100000,17.987701,221974900
2017-09-17,18.100000,18.139999,16.809999,17.190001,17.083347,94517900
2017-09-24,17.230000,17.860001,17.000000,17.600000,17.490803,65704000
2017-10-01,17.650000,19.160000,15.580000,15.940000,15.841102,183050400
2017-10-08,16.000000,16.150000,14.300000,14.980000,14.887058,79419200
2017-10-15,15.120000,15.150000,14.400000,14.900000,14.807554,82273400
2017-10-22,14.930000,14.950000,13.260000,13.320000,13.237357,87690500
2017-10-29,13.360000,14.120000,10.850000,11.400000,11.329269,252082200
2017-11-05,11.940000,12.570000,11.410000,11.780000,11.706912,153495200
2017-11-12,11.590000,13.960000,11.440000,13.840000,13.754131,132734700
2017-11-19,13.820000,14.280000,12.970000,13.700000,13.615000,65809000
2017-11-26,13.990000,15.800000,13.970000,15.260000,15.165321,133578500
2017-12-03,15.370000,16.330000,14.040000,16.059999,16.059999,97918500
2017-12-10,16.400000,18.700001,15.330000,18.610001,18.610001,256794300
2017-12-17,18.330000,19.240000,17.290001,18.750000,18.750000,120024100
2017-12-24,18.910000,19.309999,18.780001,18.950001,18.950001,53977400
2017-12-31,18.760000,19.750000,18.559999,19.219999,19.219999,76444200
2018-01-07,19.309999,22.639999,18.870001,22.070000,22.070000,140009500
2018-01-14,22.000000,22.250000,20.139999,20.700001,20.700001,91062700
2018-01-21,20.170000,21.680000,20.150000,21.330000,21.330000,65443700
2018-01-28,21.290001,21.840000,20.010000,20.570000,20.570000,74307900
2018-02-04,20.110001,21.000000,17.750000,18.610001,18.610001,122213000
2018-02-11,18.910000,21.559999,18.350000,20.900000,20.900000,117499400
2018-02-18,20.799999,20.870001,19.670000,20.040001,20.040001,47513400
2018-02-25,19.840000,20.219999,18.379999,19.160000,19.160000,60402600
2018-03-04,19.209999,19.490000,18.570000,19.180000,19.180000,44583200
2018-03-11,19.139999,19.700001,17.820000,18.370001,18.370001,66235700
2018-03-18,18.370001,18.520000,16.910000,16.910000,16.910000,54082200
2018-03-25,17.090000,17.250000,16.480000,17.090000,17.090000,36691300
2018-04-01,17.030001,17.440001,16.350000,16.879999,16.879999,38108900
2018-04-08,16.980000,18.420000,16.799999,18.049999,18.049999,49384100
2018-04-15,18.100000,18.150000,17.290001,17.820000,17.820000,35428200
2018-04-22,17.850000,18.389999,16.969999,17.830000,17.830000,46387700
2018-04-29,17.690001,19.500000,16.969999,17.830000,17.830000,103768800
2018-05-06,18.049999,19.480000,17.959999,19.309999,19.309999,57521800
2018-05-13,19.790001,21.360001,19.760000,21.230000,21.230000,82003800
2018-05-20,21.490000,22.180000,20.730000,22.180000,22.180000,55645700
2018-05-27,22.000000,22.139999,21.180000,21.889999,21.889999,49249200
2018-06-03,21.900000,23.170000,21.250000,23.110001,23.110001,62960600
2018-06-10,23.260000,24.500000,22.760000,23.760000,23.760000,60863600
2018-06-17,23.770000,24.780001,23.540001,23.990000,23.990000,40487100
2018-06-24,23.990000,25.139999,23.100000,24.320000,24.320000,52714100
2018-07-01,24.040001,25.100000,23.770000,24.129999,24.129999,32410800
2018-07-08,24.070000,24.430000,23.100000,23.290001,23.290001,41617500
2018-07-15,23.340000,23.629999,22.500000,22.930000,22.930000,29208600
2018-07-22,22.879999,23.900000,22.850000,23.139999,23.139999,34139000
2018-07-29,23.340000,24.160000,21.309999,22.170000,22.170000,71230900
2018-08-05,22.250000,23.700001,21.940001,22.480000,22.480000,54005200
2018-08-12,22.520000,24.370001,21.700001,24.219999,24.219999,74813200
2018-08-19,24.410000,25.959999,22.920000,23.020000,23.020000,78461600
2018-08-26,23.350000,23.709999,22.860001,22.910000,22.910000,40433500
2018-09-02,22.719999,22.920000,21.020000,21.500000,21.500000,41327900
2018-09-09,21.629999,22.889999,20.900000,22.850000,22.850000,54034800
2018-09-16,24.100000,25.129999,23.080000,24.360001,24.360001,86107400
2018-09-23,24.240000,24.410000,21.200001,21.540001,21.540001,80490400
